publisher_id,name,country,founding_year,size,is_closed,continent
1876,EchoTale Games,Japan,1993,indie,False,Asia
1877,Echohead Games,UK,2008,indie,False,Europe
1878,Eclipse Interactive,Sweden,1983,indie,False,Europe
1879,Ed Gar IX Games,Australia,1999,indie,False,Oceania
1880,EddysssGames,Russia,1999,mid,False,Europe
1881,Edetanorum Games,Russia,1999,indie,False,Europe
1882,Edigger,Canada,2000,mid,False,America
1883,Edition,Russia,1994,indie,False,Europe
1884,Editions RSG,USA,2000,indie,False,America
1885,Edmund McMillen,Germany,2015,indie,False,Europe
1886,Edo Games,Canada,2005,indie,False,America
1887,Eduardo Bezerra,USA,1998,indie,False,America
1888,EduardoGameDev,Poland,2022,indie,False,Europe
1889,Effat Effati,Canada,1977,indie,False,America
1890,Ege Sayın,Sweden,2006,indie,False,Europe
1891,Eggs Studio,USA,2020,indie,False,America
1892,Eggtart Inc,UK,1992,indie,False,Europe
1893,Ego,USA,1984,indie,False,America
1894,Egor Rezenov,Russia,1977,indie,True,Europe
1895,Ehnenu,UK,2008,indie,False,Europe
1896,EightyEight Games,UK,1999,indie,False,Europe
1897,EightyEightGames,Japan,1981,indie,False,Asia
1898,EineLitschi,Poland,1996,indie,False,Europe
1899,Eisenstadt Studio,USA,1998,indie,False,America
1900,Eivind Magnus Noersterud Hvidevold,Sweden,1996,mid,False,Europe
1901,Eko Software,USA,2021,indie,False,America
1902,ElStrawFedora,USA,2001,indie,True,America
1903,Elam Isaacs,France,2014,mid,False,Europe
1904,Elasto Mania Team,France,1990,indie,False,Europe
1905,ElbenCraft,Canada,2020,indie,False,America
1906,Elder Tree Games,France,1984,indie,False,Europe
1907,Eldritch Heart Studio,Germany,1991,indie,False,Europe
1908,Electric Succubi,USA,1981,indie,False,America
1909,Electronic Arts,USA,2019,aaa,False,America
1910,Electronic Sheep Games,USA,1976,mid,False,America
1911,Electroplasmatic Games,Germany,2006,indie,False,Europe
1912,Electrovore,USA,1987,indie,False,America
1913,Elegant Girl Games,France,2005,indie,False,Europe
1914,Elegant Horse Studios,Germany,2019,indie,False,Europe
1915,Elevated Ants Studio,USA,1984,indie,False,America
1916,Elias Diez Urbizu,USA,2008,indie,False,America
1917,Elica Garden,USA,2006,indie,False,America
1918,Elijah Anadon,Germany,2018,indie,False,Europe
1919,ElixColix,Japan,2007,indie,False,Asia
1920,Eliška Vrzalová,USA,1977,indie,False,America
1921,Elliptic Games,Germany,1984,indie,False,Europe
1922,Elmok,USA,2001,indie,False,America
1923,Else If Games Pty Ltd,Japan,2014,indie,False,Asia
1924,Eltar,Japan,1988,indie,False,Asia
1925,ElvGames,UK,2005,indie,False,Europe
1926,ElzaiGames,USA,1997,indie,False,America
1927,EmInSpace,UK,2019,indie,False,Europe
1928,Ember Eye Studio,Germany,2009,indie,False,Europe
1929,EmberSparkz,Russia,2006,indie,False,Europe
1930,Emedion Games,USA,1994,indie,False,America
1931,Emily Pitcher,USA,2015,indie,False,America
1932,Emir Akyazi,UK,1979,indie,False,Europe
1933,Emissive Games,Australia,2018,indie,False,Oceania
1934,Emperium Team,USA,1976,indie,False,America
1935,Enaayah Software Development and Services Private Limited,Australia,1991,mid,False,Oceania
1936,Enav AS (Norway),USA,2022,indie,False,America
1937,Enchanted Works,Japan,2005,indie,False,Asia
1938,EncoderX,Australia,2003,indie,False,Oceania
1939,Encore,Japan,1999,indie,False,Asia
1940,Encore Inc.,Germany,2009,indie,False,Europe
1941,Encore Software,Japan,1995,indie,False,Asia
1942,Encore Software LLC,Poland,2003,indie,False,Europe
1943,Endless Life,France,1978,indie,False,Europe
1944,Endless Loop Studios,UK,1979,indie,False,Europe
1945,EndlessFun Games,Poland,2020,indie,False,Europe
1946,Eneida Games,Germany,2013,indie,False,Europe
1947,Enhance,UK,2020,indie,False,Europe
1948,Enigmatic Network,USA,2017,indie,False,America
1949,EnjoyPlay Corp.,Japan,1993,indie,False,Asia
1950,Enki,Australia,1991,indie,False,Oceania
1951,Enlight Software Limited,USA,1975,indie,False,America
1952,Enlightment Institute,USA,1999,indie,False,America
1953,Enntropy,Sweden,1997,indie,False,Europe
1954,Enomicsoft LLC,Russia,2013,indie,False,Europe
1955,Enoops,UK,2020,aaa,False,Europe
1956,Enoznal LLC,USA,1988,indie,False,America
1957,EnsenaSoft,Germany,2014,mid,False,Europe
1958,Entalto Publishing,USA,1982,indie,False,America
1959,Entalto Studios,UK,1989,indie,False,Europe
1960,Entheogen Studios LLC,Sweden,2012,indie,False,Europe
1961,Entropy Digital Entertainment,USA,2002,mid,False,America
1962,EntwicklerX,Japan,1980,indie,True,Asia
1963,Enver Studio,USA,1988,indie,False,America
1964,Eny Project s.r.o.,UK,1993,indie,False,Europe
1965,Enygmage,Germany,1998,indie,False,Europe
1966,Eonia Studio,Germany,1997,indie,False,Europe
1967,Ephemeral Entertainment,Canada,2015,indie,False,America
1968,Ephemeral Glades Software,Germany,2007,indie,False,Europe
1969,EpiXR Games UG,Sweden,2007,aaa,False,Europe
1970,Epic Banana Games LLC,Australia,1983,indie,False,Oceania
1971,Epic Devs LLC,Germany,1984,indie,False,Europe
1972,Epic Tech Labs LLC,USA,2004,indie,False,America
1973,Epidra2077,Sweden,2007,indie,False,Europe
1974,EpiсForce Studios,Sweden,2012,indie,False,Europe
1975,Equilon,Australia,1988,indie,False,Oceania
1976,Erabit,USA,1986,indie,False,America
1977,Erbe Software,France,1991,indie,False,Europe
1978,Ergosphere Game Studio,Sweden,2003,indie,True,Europe
1979,Eric Bruno,Japan,2018,indie,False,Asia
1980,Eric Davidson,UK,2022,indie,False,Europe
1981,Eric Ferguson,Germany,2000,indie,False,Europe
1982,Eric Hodges,UK,2005,indie,False,Europe
1983,Eric Juvi,Japan,1975,indie,False,Asia
1984,Eridanus Studio,USA,1999,indie,False,America
1985,Erik Meyer,Australia,1997,indie,False,Oceania
1986,Erik Salin,USA,2003,indie,False,America
1987,Erik Sheader-Smith,Canada,1985,indie,False,America
1988,Ernő Király,Germany,1984,indie,False,Europe
1989,Eroducate,Australia,2018,indie,False,Oceania
1990,Eroge Japan,USA,2012,mid,False,America
1991,Erommersion Studios,USA,2007,indie,False,America
1992,Eros Interactive Ltd,Australia,1985,indie,False,Oceania
1993,Eros Vis,Russia,2003,indie,False,Europe
1994,Erost Game79 Studio,USA,1988,indie,False,America
1995,EroticGamesClub,USA,1975,aaa,False,America
1996,Erouest Production,Canada,1998,indie,False,America
1997,ErroneousCompany,Australia,2002,indie,False,Oceania
1998,Error 300,France,1977,aaa,False,Europe
1999,Error byDefault,UK,2000,indie,True,Europe
2000,"Escape Hatch Entertainment, LLC",USA,1997,indie,False,America
2001,EscapeGame,USA,1987,indie,False,America
2002,Escher Shadow Pictures,Sweden,1988,indie,False,Europe
2003,Esemte Games,Germany,2021,indie,False,Europe
2004,Esfie,Sweden,2010,indie,False,Europe
2005,Essa Mobi,Australia,2017,indie,False,Oceania
2006,Esteban Jauregui,Poland,2002,indie,False,Europe
2007,Estúdio Vaca Roxa,USA,1991,indie,False,America
2008,Eternal Dream,USA,1999,indie,False,America
2009,Eternal Lighthouse,Japan,2018,indie,False,Asia
2010,"Eternal Love Studios, LLC.",Russia,1976,indie,False,Europe
2011,Eternity Dev,Canada,1989,mid,False,America
2012,Eternity Studios,USA,2008,indie,False,America
2013,Etheral Games,Canada,2021,indie,False,America
2014,Ethereal Industries,UK,1998,indie,False,Europe
2015,Ethereal's Flow Entertainment,Poland,2015,indie,False,Europe
2016,Etherlight,Germany,1991,indie,False,Europe
2017,Ethernal Studio,France,2006,indie,False,Europe
2018,Eucalypt,USA,1981,indie,False,America
2019,EugeneLee,Poland,1987,indie,False,Europe
2020,Euphoric Brothers,UK,2011,mid,False,Europe
2021,Eureka Learning Network Pty Ltd,Japan,2004,indie,False,Asia
2022,European Games Group AG,Japan,2006,indie,False,Asia
2023,Evan Downing,USA,2010,indie,False,America
2024,EveRecord,USA,1994,indie,False,America
2025,Evenmore Games,USA,2013,indie,False,America
2026,Eventgames,UK,2010,indie,True,Europe
2027,EverCats,Germany,2009,indie,False,Europe
2028,Everflame Studio,USA,2006,indie,False,America
2029,Evergreen,USA,2013,indie,False,America
2030,Everguild Ltd.,Canada,2006,indie,False,America
2031,Everidea Interactive,USA,1976,indie,True,America
2032,Eversim,USA,1989,indie,False,America
2033,Every Single Soldier,UK,2008,indie,False,Europe
2034,Everything Lab,UK,1986,indie,False,Europe
2035,Evgeny Yanovskiy,UK,1991,indie,False,Europe
2036,Evil Art Bunny Studios,USA,1979,indie,False,America
2037,Evil Boobs Cult,Germany,1975,indie,False,Europe
2038,Evil Bunneh,Poland,2008,indie,False,Europe
2039,Evil Chicken,USA,1999,indie,False,America
2040,Evil Tortilla Games,Sweden,1991,indie,False,Europe
2041,Evil Turtle Productions,Canada,1976,indie,False,America
2042,EvoBooks,France,2017,indie,False,Europe
2043,EvolVR Games Ltd.,Australia,1996,indie,False,Oceania
2044,Evolite Studio,Japan,2008,indie,False,Asia
2045,Evoluta Studio,USA,2004,mid,False,America
2046,Evolve Entertainment,Germany,2004,indie,False,Europe
2047,Evvacon,UK,1986,mid,False,Europe
2048,Ex Conspectu,Germany,2000,indie,False,Europe
2049,ExAbsentia,Russia,1987,indie,False,Europe
2050,Excentiner Studio,Japan,1989,indie,False,Asia
2051,Exciting Games,USA,2007,indie,False,America
2052,Exhibition Studios,Germany,2003,indie,False,Europe
2053,Exit 1 Studios,Sweden,1998,indie,False,Europe
2054,Exokit Inc,Japan,2017,indie,False,Asia
2055,Expansionpack Butterfly,France,1998,indie,False,Europe
2056,Experia Studio,Japan,1987,indie,False,Asia
2057,Experimental Studio,Sweden,2004,indie,True,Europe
2058,Explorasaurus Studios,USA,1996,indie,False,America
2059,Exponential Games Inc.,France,2004,indie,False,Europe
2060,Exsom,USA,1986,mid,False,America
2061,Extend Entertainment,Poland,1975,indie,False,Europe
2062,Extreme Games,Germany,2007,indie,False,Europe
2063,ExtremeAverage,Japan,2019,indie,False,Asia
2064,Extrokold Games,France,2010,indie,False,Europe
2065,Eyal Hazor,USA,2008,indie,False,America
2066,Ezen Studio,France,1987,indie,False,Europe
2067,Ezone PTY LTD,Japan,2005,indie,False,Asia
2068,F chord 繁弦,Poland,2012,indie,False,Europe
2069,F4NGARANG Studios,USA,2019,indie,False,America
2070,F8tality games,Australia,2001,indie,False,Oceania
2071,FAHAD,Sweden,1978,indie,False,Europe
2072,FAKKU,USA,2006,indie,False,America
2073,FAS3 Estudios S.L,Japan,2002,indie,False,Asia
2074,"FAT BOMB STUDIOS, LLC",Russia,1997,indie,False,Europe
2075,FEYXUAN,Russia,1991,indie,False,Europe
2076,FGMS,Japan,2016,indie,False,Asia
2077,FIFTYFIVE GAMING STUDIO PRIVATE LIMITED,UK,1991,indie,False,Europe
2078,FIVE-BN GAMES,France,2003,mid,False,Europe
2079,FLO-server,UK,2015,indie,False,Europe
2080,FLORÉAL,USA,2003,indie,False,America
2081,FOCKA GAMES,Poland,2016,indie,True,Europe
2082,FT Girl Studio,France,1991,indie,True,Europe
2083,FUED,UK,2003,indie,False,Europe
2084,FUN Creators,France,1975,indie,False,Europe
2085,FUN INCLUDED,USA,2022,indie,False,America
2086,FUNAKI GAMES,UK,1989,indie,False,Europe
2087,FURYU Corporation,USA,1976,indie,False,America
2088,FVS Games,Russia,1997,indie,False,Europe
2089,FZ-Tech,Poland,1977,indie,False,Europe
2090,Fabagame,Japan,1975,indie,False,Asia
2091,Fabien NAIMON,Germany,1987,indie,False,Europe
2092,Fabio Biancarelli,UK,2000,indie,False,Europe
2093,Fabula,USA,2013,mid,False,America
2094,Factory 64 Games,UK,1999,indie,False,Europe
2095,Factus Games,Russia,1977,indie,False,Europe
2096,Facundo Balboa,USA,1976,mid,False,America
2097,Fade Away,Japan,1978,indie,False,Asia
2098,Fading Club,Sweden,1980,indie,False,Europe
2099,Fahrenwald Games,Canada,1999,indie,False,America
2100,"Fair Weather Studios, LLC",Poland,2020,indie,False,Europe
2101,Fairy Studio,USA,1981,indie,True,America
2102,Falco Software,Canada,1984,indie,False,America
2103,Falkanas,Japan,2009,indie,False,Asia
2104,Fallen Few Studios,Germany,1988,indie,False,Europe
2105,Fallen Penguin Studios,USA,2000,indie,False,America
2106,FallenLeaves,France,1992,indie,False,Europe
2107,Falling Saints,Australia,2000,indie,False,Oceania
2108,Falling Star Studio,Russia,1990,indie,False,Europe
2109,Falmi,Poland,1983,indie,False,Europe
2110,Fanatic LLC,USA,2011,indie,False,America
2111,Fancy Donkey LLC,USA,1996,indie,False,America
2112,Fancy Fish Games,Russia,2020,indie,False,Europe
2113,Fancyday,Germany,1979,indie,False,Europe
2114,Fantasia Studio,USA,1986,indie,False,America
2115,Fantasy Flight Games,Japan,2005,mid,False,Asia
2116,Fantasy Games Studio,USA,2013,indie,False,America
2117,Far Few Giants,UK,2008,indie,False,Europe
2118,FarSight Studios,Sweden,2005,indie,False,Europe
2119,Farbspiel Interactive,Japan,2008,indie,False,Asia
2120,Farelas,USA,1976,indie,False,America
2121,Faris Mohammed,USA,1988,indie,False,America
2122,Faritengames,Japan,2016,indie,False,Asia
2123,Farlight Games,Canada,2005,indie,False,America
2124,Farmsville Prod.,USA,1996,indie,True,America
2125,FassiGames,Russia,1997,indie,False,Europe
2126,Fast Travel Games,Russia,2018,indie,False,Europe
2127,Fast X Play,USA,2004,indie,True,America
2128,FastGame,UK,2008,mid,False,Europe
2129,FastRam Design,Japan,2005,indie,False,Asia
2130,Faster Time Games Limited,USA,2019,indie,False,America
2131,FatCoke,Australia,1985,indie,False,Oceania
2132,Fathom Film Group,USA,2021,indie,False,America
2133,Fatih Karaatli,USA,1988,indie,False,America
2134,Fatih Mert,USA,2006,indie,False,America
2135,Fatshark,UK,2016,mid,False,Europe
2136,Favour Toys Studios,Australia,2018,indie,False,Oceania
2137,Fazz Brothers,Canada,1988,indie,False,America
2138,Featherweight Games,USA,2001,indie,False,America
2139,Federico Schliemann,Japan,1996,indie,False,Asia
2140,Fedor Votrin,Japan,1975,indie,False,Asia
2141,FeedBack,USA,1977,indie,False,America
2142,Feesh Studio,Russia,2016,indie,False,Europe
2143,Feiyun Wang,Sweden,2002,indie,False,Europe
2144,Fellow Traveller,Japan,2004,mid,False,Asia
2145,Fellowplayer,Russia,2018,indie,False,Europe
2146,Fellstrike Games,Japan,2021,indie,False,Asia
2147,Femdom studio,Australia,1975,indie,False,Oceania
2148,Fennec Game Studio,Japan,1997,indie,False,Asia
2149,Feodosiy,Japan,1996,mid,False,Asia
2150,Feperd Games,Canada,1975,indie,False,America
2151,Feral Code Monkey,Sweden,2014,mid,False,Europe
2152,Feral Interactive (Linux),USA,1978,mid,False,America
2153,Feral Interactive (Mac),USA,2003,mid,False,America
2154,Feral interactive (Linux),Poland,1990,mid,False,Europe
2155,Feral interactive (Mac),Russia,1991,indie,False,Europe
2156,Fergus art,Australia,2002,indie,False,Oceania
2157,Fernando Paulo (Zefaistos),Japan,2022,indie,False,Asia
2158,FetterSky Studio,Poland,1991,indie,False,Europe
2159,Fever Night,Sweden,2010,indie,False,Europe
2160,Fever Pitch Studios,Germany,1995,indie,False,Europe
2161,Fewjix,Germany,1976,mid,False,Europe
2162,Feyra Online,USA,2015,indie,True,America
2163,Fiendish Fiction,France,1998,indie,False,Europe
2164,Fiery Bytes,Poland,1996,indie,False,Europe
2165,Fiery Phoenix,France,1978,indie,False,Europe
2166,Fighting Chance Games,UK,1988,indie,False,Europe
2167,Fika Game Studio,France,1983,indie,False,Europe
2168,Fili,Germany,2014,indie,False,Europe
2169,Filip Eriksson,USA,1976,indie,False,America
2170,Filippo Grosso,Poland,1985,indie,False,Europe
2171,Filmic Studios,UK,2000,indie,False,Europe
2172,Final Screw,Australia,1990,indie,True,Oceania
2173,Finji,Germany,2012,indie,False,Europe
2174,Fire Cycle Games,UK,1978,indie,False,Europe
2175,Fire Game Studios,Canada,1988,indie,False,America
2176,Fire Leaf Studio,USA,1984,indie,False,America
2177,FireArmGames,France,1997,indie,False,Europe
2178,FireFly Studios,Germany,1995,mid,True,Europe
2179,FireRing Studio,USA,1987,indie,False,America
2180,FireUnraveller,Australia,1983,indie,False,Oceania
2181,FiredBy s.r.o.,Russia,2019,indie,False,Europe
2182,Firefight Studios,Sweden,1983,indie,False,Europe
2183,Firelight Studios,USA,2008,indie,False,America
2184,Firemill Games,Russia,1977,indie,False,Europe
2185,Firenut Games,Sweden,1978,mid,False,Europe
2186,Fireplay Studio,UK,2008,indie,False,Europe
2187,Fireproof Games,Japan,2008,indie,False,Asia
2188,Fireroot Studios,Russia,2006,indie,False,Europe
2189,Fireshine Games,Sweden,2012,mid,False,Europe
2190,Firesquid,Australia,1984,indie,False,Oceania
2191,First Games Interactive,Canada,2015,mid,False,America
2192,Firstborn Games,USA,1981,indie,False,America
2193,Fish Eagle,USA,1985,mid,False,America
2194,Fish Journey XR,Poland,1987,mid,False,Europe
2195,Fish Pond Studio,Sweden,2002,indie,False,Europe
2196,Fist production,Poland,2012,indie,False,Europe
2197,Five Mind Creations,Australia,2007,indie,False,Oceania
2198,Five star apps,Sweden,1998,indie,False,Europe
2199,Fivestack,Canada,2008,indie,False,America
2200,FivexGames,France,1980,indie,False,Europe
2201,Fizzostia,UK,1977,indie,False,Europe
2202,Flag Hippo Games,Sweden,1982,indie,False,Europe
2203,FlagmanJeremy,Canada,2014,mid,False,America
2204,Flamebait Games,UK,2022,indie,False,Europe
2205,Flaming Firefly,UK,2018,indie,False,Europe
2206,Flan Falacci,USA,2020,indie,False,America
2207,FlaotSoft Ltd.,Japan,1993,indie,False,Asia
2208,FlapBox Studios,USA,2020,indie,False,America
2209,Flash Phase Studios,Canada,2007,indie,False,America
2210,Flashbulb,France,1993,indie,False,Europe
2211,Flashfire Media,USA,1990,indie,False,America
2212,Flashrush Games,USA,2001,indie,False,America
2213,Flat Black Films,UK,1997,indie,False,Europe
2214,Flatout Games,Russia,1988,indie,False,Europe
2215,Flavourworks,UK,2007,indie,False,Europe
2216,FleetCOMM Technologies LLC,USA,2020,indie,False,America
2217,Fleon games,USA,2003,indie,False,America
2218,Flexible Media,UK,2003,mid,False,Europe
2219,Flight School Studio,Sweden,1992,indie,False,Europe
2220,Flimmersoft,Sweden,1998,indie,False,Europe
2221,Flint Games,Canada,1983,indie,False,America
2222,Flipline Studios,Japan,1993,indie,False,Asia
2223,FlirtFit Studios,Poland,1990,indie,False,Europe
2224,Floating Island Games,Japan,1977,indie,True,Asia
2225,Flox Studios,USA,1993,mid,False,America
2226,Fluke Games,Sweden,2013,indie,False,Europe
2227,Fly Studio,Germany,1994,indie,False,Europe
2228,FlyStar,Canada,2004,indie,False,America
2229,Flyhigh Works,Sweden,1981,mid,False,Europe
2230,Flyin Kebab Studio,USA,2018,indie,False,America
2231,Flying Interactive,Russia,2017,mid,False,Europe
2232,Flying Oak Games,USA,1996,mid,False,America
2233,Flying Panjandrum / ふらいんぐパンジャンドラム,USA,1976,indie,False,America
2234,FoV,Russia,2002,indie,False,Europe
2235,Focus Entertainment,France,1976,aaa,False,Europe
2236,FondGame,USA,1984,indie,False,America
2237,Foolish Mortals Games,Australia,2006,mid,False,Oceania
2238,For Fun Games,Japan,1998,indie,False,Asia
2239,For7s,USA,1993,indie,False,America
2240,ForRest,Australia,2019,indie,False,Oceania
2241,Forace,USA,2006,indie,False,America
2242,Forceight,France,1978,indie,False,Europe
2243,ForeShine,USA,1998,indie,False,America
2244,Forestlight Games,USA,1993,indie,False,America
2245,Forever Entertainment,France,1996,indie,False,Europe
2246,Forever Entertainment S. A.,UK,2002,aaa,False,Europe
2247,ForeverNo.2 Game Studio,Australia,2002,indie,False,Oceania
2248,Forge 215,Australia,2017,indie,False,Oceania
2249,"Forge Father Games, Inc.",UK,2017,indie,False,Europe
2250,Forgotten Empires LLC,Australia,2001,indie,False,Oceania
2251,Forgotten Games,USA,2014,indie,False,America
2252,Forgotten Realms,USA,2022,indie,False,America
2253,Format lib: /s,USA,2001,indie,False,America
2254,Forthright Entertainment,USA,1987,mid,False,America
2255,Forust,USA,1996,indie,False,America
2256,Forward Game Studios,Germany,1985,indie,False,Europe
2257,ForwardVector,Canada,2004,indie,False,America
2258,ForwardXP,USA,2010,indie,False,America
2259,FossettGaming,USA,2014,indie,False,America
2260,Fossil Circuit,USA,1979,indie,False,America
2261,FoumartGames,Japan,2008,indie,False,Asia
2262,FoundVR,Australia,2008,indie,False,Oceania
2263,Fountain Game Studio,Germany,2016,mid,False,Europe
2264,Fourteen,Australia,1977,indie,False,Oceania
2265,Fowl Machinations,Russia,2010,indie,False,Europe
2266,FoxNext VR Studio,USA,1981,indie,False,America
2267,Fractal Block Team LLC,USA,1977,indie,False,America
2268,Fractal Projects,USA,1977,indie,False,America
2269,Fractalis,USA,2018,indie,False,America
2270,Fractious,Canada,2011,indie,False,America
2271,FragmentVR,Japan,1977,indie,False,Asia
2272,Frameless Games,USA,2017,indie,False,America
2273,Franck Games,Germany,2015,indie,False,Europe
2274,Frank Bondietti III,USA,2016,indie,False,America
2275,François Sahy,USA,2009,indie,False,America
2276,Fratboy Entertainment,Germany,1993,indie,False,Europe
2277,FreakZone Games,Japan,1981,mid,False,Asia
2278,Freakinware Games,UK,2003,indie,False,Europe
2279,FredBear Games Limited,USA,1992,indie,False,America
2280,Free,Russia,2022,indie,True,Europe
2281,Free Reign Entertainment,USA,2007,indie,False,America
2282,FreeAnimals_Software,USA,1986,indie,False,America
2283,FreeInfantry Group,UK,1993,indie,False,Europe
2284,FreeMind S.A.,USA,2001,aaa,False,America
2285,Freebird Games,Poland,1991,indie,False,Europe
2286,Freedom Software,Germany,2018,indie,False,Europe
2287,FreezeNova,Russia,2013,indie,False,Europe
2288,Frheaky,UK,2003,indie,False,Europe
2289,Frictional Games,France,2008,indie,False,Europe
2290,Friday Night Software,Canada,2005,indie,False,America
2291,Friend Factory,Poland,1992,indie,False,Europe
2292,Frix,USA,1999,indie,False,America
2293,Frog Vibes,France,1994,indie,False,Europe
2294,FrogKing Games,USA,2014,indie,False,America
2295,Frogames,Russia,2014,indie,False,Europe
2296,Frogdice,USA,1995,indie,False,America
2297,From Nothing Game Studios,Japan,1994,indie,False,Asia
2298,FromLefcourt,USA,1992,mid,True,America
2299,"FromSoftware, Inc.",USA,1999,aaa,False,America
2300,FrontRunnerTek,Germany,1975,indie,False,Europe
2301,Frontier Developments,Sweden,1999,mid,False,Europe
2302,Frontwing USA,Australia,1999,mid,False,Oceania
2303,"Frontwire Studios, LLC",France,2008,indie,False,Europe
2304,Frost Studios,Sweden,2017,indie,False,Europe
2305,Frost Warrior Studios,USA,1983,indie,False,America
2306,Frosted Wings Studio,Russia,1990,mid,False,Europe
2307,Frozen District,France,2016,indie,False,Europe
2308,Frozen Way,UK,2006,indie,False,Europe
2309,FrozenMelter,Sweden,1989,indie,False,Europe
2310,Frozenbyte,USA,2020,mid,False,America
2311,Fruitbat Factory,USA,1999,mid,False,America
2312,Frymore,USA,2007,indie,False,America
2313,Fudjin,Sweden,2020,indie,False,Europe
2314,"Fugazo, Inc.",Germany,1995,indie,False,Europe
2315,Fulkult,USA,1991,indie,False,America
2316,Full Screen Sorcery,UK,1999,indie,False,Europe
2317,FullPiece,Sweden,1995,indie,False,Europe
2318,Fullbright,Japan,2000,indie,False,Asia
2319,Fully Bugged,France,1998,indie,False,Europe
2320,Fulqrum Publishing,Japan,1999,aaa,False,Asia
2321,Fun & Simple,USA,1997,indie,False,America
2322,Fun Asylum Studio,Poland,1983,indie,False,Europe
2323,Fun Quarter,France,2005,indie,False,Europe
2324,Fun Workshop,USA,1991,indie,False,America
2325,Funbox Media Ltd,USA,2001,aaa,False,America
2326,Funcom,USA,1977,mid,False,America
2327,Funcraft Games,USA,2002,indie,False,America
2328,Function Unknown,Sweden,1991,indie,False,Europe
2329,Funday Games,USA,1984,indie,False,America
2330,Fungamesvr,Canada,2002,indie,False,America
2331,Funhill Games,Japan,1981,indie,False,Asia
2332,Funky Can Creative,USA,1990,indie,False,America
2333,Funneractic,France,1980,indie,False,Europe
2334,Funny Games,Germany,2017,indie,False,Europe
2335,Funny Twins,USA,1996,indie,False,America
2336,Funnylocks,France,1990,indie,False,Europe
2337,Funselektor Labs Inc.,Sweden,2010,indie,False,Europe
2338,Furegus,Germany,2015,indie,False,Europe
2339,Furry Top Games,USA,1986,indie,False,America
2340,Fury Games Production,Canada,2007,indie,False,America
2341,FussyLand,Japan,2002,indie,False,Asia
2342,Future Friends Games,Australia,1986,mid,False,Oceania
2343,"Future Tech Lab Co.,Ltd.",Canada,2019,indie,False,America
2344,FutureGameStudio,Russia,1983,indie,False,Europe
2345,Futuregen Games,Germany,1975,indie,False,Europe
2346,Fuzzy Bear Studios,Sweden,2022,indie,False,Europe
2347,Fuzzy Code Studio LLC,France,1979,indie,False,Europe
2348,F²Games,Japan,1977,indie,False,Asia
2349,Fürst,USA,1980,mid,False,America
2350,G Boson Interactive,UK,2016,indie,False,Europe
2351,G Reason,Sweden,2012,indie,False,Europe
2352,G-MODE,UK,2014,aaa,False,Europe
2353,G. A. Williams,UK,1983,indie,False,Europe
2354,G1 Playground,Canada,1997,indie,False,America
2355,G2PLHAS,Japan,1982,indie,False,Asia
2356,GABARTS Digital,USA,2007,indie,False,America
2357,GALEX SOFT,USA,1975,indie,False,America
2358,GAMABILIS,Japan,2022,indie,False,Asia
2359,GAMELAXY,USA,1977,indie,False,America
2360,GAMEPORTAL.CO,USA,1984,indie,False,America
2361,GAMES FOR HUMANS,Australia,1981,indie,False,Oceania
2362,GAMESANDGAMERS,Germany,1993,indie,False,Europe
2363,GAMINATE,Sweden,2004,indie,False,Europe
2364,GATO STUDIO,Australia,1990,indie,False,Oceania
2365,GBL,USA,1993,indie,False,America
2366,GBROSSOFT,France,2003,indie,False,Europe
2367,"GCE, LLC",Russia,1986,indie,False,Europe
2368,GCHohrow,UK,2000,indie,False,Europe
2369,GCN,USA,1987,indie,False,America
2370,GCORES PUBLISHING,Sweden,1997,indie,False,Europe
2371,GDNomaD,USA,1984,mid,False,America
2372,GFI,UK,1996,indie,False,Europe
2373,GFZ Games,Japan,1983,indie,False,Asia
2374,GGTech Studios,Canada,2000,indie,False,America
2375,GGaming,Japan,1978,indie,False,Asia
2376,GGtech Studios,Canada,1982,indie,True,America
2377,GHSSJ,Sweden,1997,indie,False,Europe
2378,GIANTS Software,Poland,2018,indie,False,Europe
2379,GIANTY Inc.,Germany,1977,indie,False,Europe
2380,GIPHY Arts,USA,2004,indie,False,America
2381,GJ Arts,Russia,1986,indie,False,Europe
2382,GKLKK,Germany,1999,indie,False,Europe
2383,GKT Studios Entertainment,Canada,1987,indie,False,America
2384,GLHF Studio,Australia,1998,indie,False,Oceania
2385,GM hack,USA,1989,indie,False,America
2386,GMGame,Sweden,1976,mid,False,Europe
2387,GMatrix,UK,2008,indie,False,Europe
2388,GN Games LTD,Germany,1995,indie,False,Europe
2389,GOCORE,Sweden,2001,indie,False,Europe
2390,GOLDEN AGE,Poland,2003,indie,False,Europe
2391,GOTY LLC,USA,1981,indie,False,America
2392,GR0GZ_GAMES,USA,1984,indie,False,America
2393,GRAFAITH,UK,1991,indie,False,Europe
2394,GRAVITY,Germany,1996,indie,False,Europe
2395,"GRAVITY GAME ARISE Co., Ltd.",Canada,2022,indie,False,America
2396,GRENARC LLC,USA,2021,indie,True,America
2397,GROm Games,USA,2016,indie,False,America
2398,GRVVV,UK,1994,indie,False,Europe
2399,GS2 Games Inc,USA,1995,indie,False,America
2400,GSG,France,1987,indie,False,Europe
2401,GTGD,Russia,2021,indie,False,Europe
2402,GT_Eternity Studios,Australia,1987,indie,False,Oceania
2403,GUANGLUN,USA,2005,indie,False,America
